"price","retail","ad_boost","rate","badge_ct","bg_local","bg_quality","bg_fastship","color","size","inventory","ship_price","able_country","total_invent","has_bg_urgency","origin","seller_rate_ct","seller_rate","has_seller_propic","sold_ct_3","rate5_pct","rate4_pct","rate3_pct","rate2_pct","rate1_pct"
4.69,4,1,3.95,0,0,0,0,"green","l",3,1,49,50,0,"CN",55670,4.12148374348841,1,"between 100 and 10k",0.477351916376307,0.236933797909408,0.134146341463415,0.0662020905923345,0.0853658536585366
8,18,1,4.15,0,0,0,0,"green","l",50,2,43,50,0,"CN",42514,3.74088535541233,0,"between 100 and 10k",0.556962025316456,0.215189873417722,0.113924050632911,0.0443037974683544,0.069620253164557
6,6,0,3.47,0,0,0,0,"others","s",10,2,45,50,0,"CN",10600,3.86754716981132,0,"below 100",0.315789473684211,0.263157894736842,0.210526315789474,0,0.210526315789474
6,33,0,2.33,0,0,0,0,"blue","s",50,2,41,50,0,"CN",32394,3.9246774093968,0,"below 100",0.333333333333333,0,0,0,0.666666666666667
6,10,0,3,0,0,0,0,"yellow","xs",3,2,20,50,1,"CN",232,3.67672413793103,0,"between 100 and 10k",0.252873563218391,0.114942528735632,0.264367816091954,0.114942528735632,0.252873563218391
4.65,4,0,0,0,0,0,0,"pink","xs",9,1,36,50,1,"CN",268,3.89179104477612,0,"below 100",NA,NA,NA,NA,NA
2.67,67,0,0,0,0,0,0,"others","One-sized",5,1,27,50,1,"CN",13,3.69230769230769,0,"below 100",NA,NA,NA,NA,NA
11,10,1,3.5,0,0,0,0,"red","s",49,3,30,50,0,"CN",12919,4.02446009753077,0,"below 100",0.4,0.2,0,0.3,0.1
5,26,1,4,0,0,0,0,"pink","s",50,2,41,50,0,"CN",19867,4.15754769215282,0,"below 100",0.75,0,0,0,0.25
11,11,1,4.22,1,0,1,0,"others","xs",5,3,35,50,1,"CN",667,3.76611694152924,0,"between 100 and 10k",0.609865470852018,0.192825112107623,0.0896860986547085,0.0269058295964126,0.0807174887892377
7,11,0,3.98,0,0,0,0,"others","s",5,2,41,50,0,"CN",43742,4.06396598235106,0,"above 10K",0.482334869431644,0.208448540706605,0.17726574500768,0.0683563748079877,0.0635944700460829
12,11,0,3.61,0,0,0,0,"white","s",7,3,54,50,1,"CN",4811,4.19455414674704,0,"between 100 and 10k",0.426900584795322,0.175438596491228,0.152046783625731,0.0760233918128655,0.169590643274854
1.72,26,1,4.33,0,0,0,0,"yellow","xs",9,1,43,50,1,"CN",1373,4.00728332119446,0,"between 100 and 10k",0.555555555555556,0.277777777777778,0.111111111111111,0.0555555555555556,0
1.72,2,0,4.23,0,0,0,0,"green","xs",3,1,55,50,0,"CN",1250,4.0032,0,"below 100",0.538461538461538,0.307692307692308,0,0.153846153846154,0
8,47,1,4.21,1,0,1,0,"others","xs",6,3,38,50,0,"CN",1659,4.32188065099457,0,"above 10K",0.579399141630901,0.204169221336603,0.123237277743716,0.0380134886572655,0.0551808706315144
5.8,9,1,3.83,0,0,0,0,"red","xs",4,2,43,50,0,"CN",28295,3.80996642516346,0,"between 100 and 10k",0.480769230769231,0.134615384615385,0.211538461538462,0.0769230769230769,0.0961538461538462
7,6,0,4.12,0,0,0,0,"black","m",6,2,18,50,1,"CN",15538,4.15619770884284,0,"above 10K",0.55142826110568,0.202020202020202,0.128706419029,0.0507222765287281,0.0671228413163897
3.66,26,1,3.2,0,0,0,0,"green","One-sized",50,1,140,50,0,"CN",269,3.33828996282528,0,"below 100",0.4,0.2,0,0,0.4
3.83,4,1,3.76,0,0,0,0,"black","s",50,1,42,50,0,"CN",99283,4.28559773576544,0,"between 100 and 10k",0.483679525222552,0.142433234421365,0.160237388724036,0.0801186943620178,0.13353115727003
13,84,1,4.36,1,0,1,0,"black","s",50,3,33,50,0,"CN",23719,4.30106665542392,1,"above 10K",0.62962962962963,0.204861111111111,0.100308641975309,0.0262345679012346,0.038966049382716
6,17,1,3.85,0,0,0,0,"blue","xs",1,2,41,50,0,"CN",50864,4.07964375589808,1,"between 100 and 10k",0.470012239902081,0.195838433292534,0.152998776009792,0.0722154222766218,0.108935128518972
15,59,0,3.87,0,0,0,0,"others","m",11,4,30,50,0,"CN",7267,4.15783679647723,0,"below 100",0.465346534653465,0.247524752475248,0.103960396039604,0.0594059405940594,0.123762376237624
8,7,0,4,0,0,0,0,"white","xs",5,2,23,50,1,"CN",129,3.7906976744186,0,"below 100",0.384615384615385,0.384615384615385,0.0769230769230769,0.153846153846154,0
1.71,2,1,4.67,0,0,0,0,"others","xs",2,1,31,50,1,"CN",3762,3.79744816586922,0,"below 100",0.666666666666667,0.333333333333333,0,0,0
12,43,1,3.87,0,0,0,0,"pink","s",50,3,42,50,0,"CN",45524,3.97293735172656,1,"above 10K",0.479430379746835,0.193037974683544,0.156645569620253,0.055379746835443,0.115506329113924
20,17,0,4.17,0,0,0,0,"red","s",50,6,36,50,1,"CN",26,3.92307692307692,0,"below 100",0.583333333333333,0.166666666666667,0.166666666666667,0,0.0833333333333333
9,8,0,4.17,0,0,0,0,"black","s",50,3,41,50,0,"CN",37956,4.03037727895458,0,"between 100 and 10k",0.535493827160494,0.246913580246914,0.117283950617284,0.0509259259259259,0.0493827160493827
2,56,1,3.73,0,0,0,0,"green","s",2,1,27,50,0,"CN",3119,3.90990702148124,0,"between 100 and 10k",0.414634146341463,0.24390243902439,0.146341463414634,0.0487804878048781,0.146341463414634
5,5,1,3.4,0,0,0,0,"black","xs",50,2,35,50,1,"CN",98,3.91836734693878,0,"below 100",0.44,0.12,0.08,0.12,0.24
9,14,0,4.14,0,0,0,0,"others","m",50,3,43,50,0,"CN",3972,3.84919436052367,1,"above 10K",0.563664596273292,0.208074534161491,0.110248447204969,0.0419254658385093,0.0760869565217391
11,10,1,3.56,0,0,0,0,"green","xl",50,3,35,50,0,"CN",2782,4.06901509705248,0,"below 100",0.408450704225352,0.140845070422535,0.211267605633803,0.0845070422535211,0.154929577464789
16,14,1,4.27,1,0,1,0,"white","xs",50,4,36,50,0,"CN",514,4.21789883268483,0,"between 100 and 10k",0.590551181102362,0.244094488188976,0.0708661417322835,0.031496062992126,0.062992125984252
7,6,0,3.23,0,0,0,0,"white","s",9,2,13,50,0,"CN",1686,3.68742586002372,0,"between 100 and 10k",0.324257425742574,0.165841584158416,0.163366336633663,0.10973597359736,0.236798679867987
7,84,0,3.93,0,0,0,0,"others","s",50,2,41,50,0,"CN",10501,4.02923531092277,0,"above 10K",0.502375296912114,0.192003167062549,0.140538400633412,0.0605700712589074,0.104513064133017
8,54,0,3.69,0,0,0,0,"others","s",50,3,78,50,0,"CN",78307,3.84025693743854,1,"above 10K",0.408154859967051,0.202635914332784,0.180120812740253,0.0899231191652938,0.119165293794618
8,7,0,3.8,0,0,0,0,"others","xs",50,3,14,50,0,"CN",88,4.04545454545455,0,"below 100",0.6,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.2
8,7,0,3.66,0,0,0,0,"white","s",50,3,24,50,0,"CN",4295,3.84959254947614,0,"above 10K",0.423611111111111,0.194444444444444,0.149305555555556,0.087962962962963,0.144675925925926
3,3,1,4.04,0,0,0,0,"yellow","xs",1,1,29,50,1,"CN",11401,4.09358828172967,1,"below 100",0.468085106382979,0.276595744680851,0.127659574468085,0.0851063829787234,0.0425531914893617
8,20,0,3.12,0,0,0,0,"blue","s",50,2,138,50,1,"CN",7858,3.95316874522779,0,"between 100 and 10k",0.310850439882698,0.131964809384164,0.181818181818182,0.114369501466276,0.26099706744868
6,21,0,3.18,0,0,0,0,"pink","s",13,2,34,50,1,"CN",9827,4.11386995013738,1,"between 100 and 10k",0.303664921465969,0.167539267015707,0.169284467713787,0.120418848167539,0.239092495636998
9,21,0,3.51,0,0,0,0,"green","m",7,3,34,50,1,"CN",9827,4.11386995013738,1,"below 100",0.361702127659574,0.212765957446809,0.127659574468085,0.170212765957447,0.127659574468085
11,49,0,3.73,0,0,0,0,"red","m",25,2,43,50,1,"CN",1160,4.14396551724138,0,"below 100",0.461538461538462,0.153846153846154,0.115384615384615,0.192307692307692,0.0769230769230769
13,11,0,3.36,0,0,0,0,"red","s",50,3,14,50,0,"CN",8821,3.87200997619318,0,"between 100 and 10k",0.328571428571429,0.214285714285714,0.154285714285714,0.0942857142857143,0.208571428571429
11,11,1,4.16,0,0,0,0,"white","xl",41,2,37,50,0,"CN",13879,4.05447078319764,0,"between 100 and 10k",0.554603854389722,0.212705210563883,0.132048536759458,0.0385438972162741,0.0620985010706638
7,7,0,4.02,0,0,0,0,"white","s",50,2,41,50,1,"CN",35358,4.01815713558459,1,"between 100 and 10k",0.518867924528302,0.20125786163522,0.141509433962264,0.0534591194968553,0.0849056603773585
9,10,1,0,0,0,0,0,"black","xs",50,3,43,50,1,"CN",291,3.69072164948454,0,"below 100",NA,NA,NA,NA,NA
8,7,0,4.19,1,0,1,0,"pink","xs",50,2,21,50,1,"CN",8989,3.85193013683391,1,"below 100",0.611111111111111,0.185185185185185,0.0740740740740741,0.037037037037037,0.0925925925925926
8,8,0,4.06,0,0,0,0,"pink","s",1,3,42,50,0,"CN",3300,4.02424242424242,0,"between 100 and 10k",0.504132231404959,0.231404958677686,0.132231404958678,0.0826446280991736,0.0495867768595041
6,17,1,4.26,1,0,1,0,"others","s",20,2,48,50,0,"CN",5781,4.27486594014876,0,"between 100 and 10k",0.585454545454545,0.221818181818182,0.112727272727273,0.0236363636363636,0.0563636363636364
14,13,0,4.5,1,0,1,0,"others","s",50,3,40,50,0,"CN",7627,4.04772518683624,0,"below 100",0.725663716814159,0.150442477876106,0.0619469026548673,0.0265486725663717,0.0353982300884956
13,93,0,4.09,0,0,0,0,"pink","s",5,3,40,50,0,"CN",26833,4.23538180598517,0,"below 100",0.535433070866142,0.21259842519685,0.118110236220472,0.0708661417322835,0.062992125984252
13,59,0,4.14,0,0,0,0,"blue","s",50,3,43,50,1,"CN",16523,4.03873388609817,0,"between 100 and 10k",0.597701149425287,0.152873563218391,0.12183908045977,0.0459770114942529,0.0816091954022989
5,5,1,3.88,0,0,0,0,"black","s",50,2,23,50,0,"CN",11883,4.12067659681898,0,"between 100 and 10k",0.505096262740657,0.183465458663647,0.123442808607022,0.0668176670441676,0.121177802944507
3.69,53,1,4.36,1,0,0,1,"black","xl",1,1,27,50,0,"CN",277,3.85559566787004,1,"below 100",0.545454545454545,0.272727272727273,0.181818181818182,0,0
3.85,69,1,3.23,0,0,0,0,"others","s",1,1,25,50,0,"CN",703,3.9601706970128,0,"between 100 and 10k",0.275675675675676,0.178378378378378,0.227027027027027,0.140540540540541,0.178378378378378
11,10,0,3.91,0,0,0,0,"white","xs",50,3,40,50,0,"CN",7363,4.10634252342795,0,"below 100",0.590909090909091,0.0454545454545455,0.181818181818182,0.0454545454545455,0.136363636363636
2,2,0,4.19,1,0,1,0,"green","xs",1,1,35,50,1,"CN",126370,4.14695734747171,1,"between 100 and 10k",0.617283950617284,0.172839506172839,0.0740740740740741,0.0493827160493827,0.0864197530864197
8,85,1,4.5,0,0,0,0,"white","One-sized",1,2,15,50,0,"CN",173,3.90173410404624,0,"below 100",0.642857142857143,0.214285714285714,0.142857142857143,0,0
7,7,0,3.36,0,0,0,0,"black","m",1,2,38,50,1,"CN",4485,3.81047937569677,0,"below 100",0.363636363636364,0.0909090909090909,0.272727272727273,0.0909090909090909,0.181818181818182
11,24,0,3.73,0,0,0,0,"white","l",50,3,42,50,1,"CN",47639,4.21343856923949,0,"between 100 and 10k",0.441558441558442,0.201298701298701,0.136363636363636,0.0909090909090909,0.12987012987013
11,10,1,3.2,0,0,0,0,"black","s",35,2,28,50,0,"CN",88193,4.08089077364417,1,"between 100 and 10k",0.34136546184739,0.140562248995984,0.152610441767068,0.104417670682731,0.261044176706827
2.7,3,1,4.13,0,0,0,0,"others","s",1,1,33,50,0,"CN",16013,4.10884906013864,0,"above 10K",0.572532188841202,0.186266094420601,0.117596566523605,0.0506437768240343,0.0729613733905579
5.83,8,0,3.99,0,0,0,0,"green","xs",50,2,40,50,0,"others",91631,3.83793694273772,1,"between 100 and 10k",0.527386541471048,0.184663536776213,0.139280125195618,0.0516431924882629,0.0970266040688576
11,14,1,3.76,0,0,0,0,"black","s",19,2,43,50,1,"CN",17760,4.13710585585586,1,"above 10K",0.459459459459459,0.187071864491219,0.144476273508532,0.0737327188940092,0.13525968364678
12,11,0,3.97,0,0,0,0,"white","s",50,3,42,50,0,"CN",1452,3.73553719008264,0,"below 100",0.621621621621622,0.108108108108108,0.027027027027027,0.108108108108108,0.135135135135135
5.66,6,0,3.08,0,0,0,0,"black","s",50,2,35,50,1,"CN",2782,4.06901509705248,0,"below 100",0.230769230769231,0.230769230769231,0.230769230769231,0,0.307692307692308
16,14,0,4,0,0,0,0,"black","s",50,5,26,50,0,"CN",3588,4.14827201783724,0,"below 100",0.454545454545455,0.272727272727273,0.181818181818182,0,0.0909090909090909
3.67,13,0,4.09,0,0,0,0,"black","s",50,1,43,50,0,"CN",11505,4.13672316384181,0,"between 100 and 10k",0.49238578680203,0.243654822335025,0.16751269035533,0.050761421319797,0.0456852791878173
12,11,0,3.73,0,0,0,0,"yellow","s",50,3,42,50,0,"CN",17002,4.02782025644042,0,"below 100",0.384615384615385,0.230769230769231,0.230769230769231,0.0384615384615385,0.115384615384615
2.71,6,1,3.4,0,0,0,0,"pink","xs",2,1,31,50,0,"CN",3762,3.79744816586922,0,"below 100",0.3,0.25,0.2,0.05,0.2
5.73,5,0,4.03,0,0,0,0,"black","One-sized",50,1,137,50,0,"CN",3852,4.00311526479751,0,"below 100",0.46031746031746,0.222222222222222,0.238095238095238,0.0476190476190476,0.0317460317460317
8,7,0,3.84,0,0,0,0,"blue","s",50,2,25,50,0,"CN",61895,4.26800226189514,1,"above 10K",0.454034729315628,0.218079673135853,0.148621041879469,0.0735444330949949,0.105720122574055
9,8,0,3.7,0,0,0,0,"blue","m",50,3,81,50,0,"CN",104,3.89423076923077,0,"below 100",0.407407407407407,0.148148148148148,0.222222222222222,0.185185185185185,0.037037037037037
14,12,0,2.7,0,0,0,0,"pink","s",14,3,27,50,1,"CN",1643,3.92270237370663,0,"below 100",0.3,0.05,0.15,0.05,0.45
3.66,4,0,3.04,0,0,0,0,"blue","xl",50,1,138,50,0,"CN",7858,3.95316874522779,0,"below 100",0.304347826086957,0.130434782608696,0.173913043478261,0.0869565217391304,0.304347826086957
6,6,0,3.4,0,0,0,0,"yellow","xs",50,2,14,50,1,"CN",112,3.625,0,"below 100",0.4,0,0.4,0,0.2
12,85,0,3.58,0,0,0,0,"white","s",50,3,43,50,0,"CN",15407,3.85539040695788,1,"between 100 and 10k",0.45985401459854,0.131386861313869,0.124087591240876,0.102189781021898,0.182481751824818
9,8,0,3.68,0,0,0,0,"pink","m",50,3,43,50,0,"CN",5083,3.94747196537478,0,"between 100 and 10k",0.418224299065421,0.197429906542056,0.171728971962617,0.0747663551401869,0.13785046728972
13,56,1,3.55,0,0,0,0,"black","s",50,3,38,50,0,"CN",111,3.77477477477477,0,"below 100",0.4,0.25,0.05,0.1,0.2
3,3,0,4.25,0,0,0,0,"others","xs",1,1,27,50,0,"CN",28,4.03571428571429,0,"below 100",0.75,0,0,0.25,0
9,8,1,3.67,0,0,0,0,"red","xl",1,3,35,50,0,"CN",12441,3.92468451089141,0,"between 100 and 10k",0.398148148148148,0.185185185185185,0.222222222222222,0.0740740740740741,0.12037037037037
11,11,0,3.62,0,0,0,0,"pink","s",50,2,41,50,0,"CN",8362,3.81714900741449,0,"between 100 and 10k",0.404580152671756,0.198473282442748,0.16030534351145,0.083969465648855,0.152671755725191
11,10,0,3.55,0,0,0,0,"pink","xs",17,3,32,50,0,"CN",88,3.55681818181818,0,"below 100",0.415730337078652,0.191011235955056,0.112359550561798,0.0898876404494382,0.191011235955056
11,10,1,3.13,0,0,0,0,"blue","xs",1,3,26,50,0,"CN",364,3.38186813186813,0,"below 100",0.244444444444444,0.244444444444444,0.155555555555556,0.111111111111111,0.244444444444444
9,26,1,3.78,0,0,0,0,"black","s",50,3,40,50,0,"others",839882,4.10375981387862,0,"above 10K",0.426794258373206,0.210526315789474,0.18133971291866,0.0803827751196172,0.100956937799043
7,49,0,3.99,0,0,0,0,"black","s",50,2,40,50,1,"CN",2946,4.31602172437203,0,"between 100 and 10k",0.505154639175258,0.211340206185567,0.128865979381443,0.077319587628866,0.077319587628866
3.73,17,1,4.37,1,0,1,0,"white","s",5,1,48,50,0,"CN",343,4.52186588921283,0,"below 100",0.62962962962963,0.259259259259259,0.037037037037037,0,0.0740740740740741
8,10,0,5,0,0,0,0,"yellow","xs",5,2,23,50,1,"CN",127,3.8740157480315,0,"below 100",1,0,0,0,0
3.81,25,1,3.32,0,0,0,0,"others","s",50,1,35,50,0,"CN",613,3.94453507340946,0,"below 100",0.44,0.12,0.08,0.04,0.32
6,142,1,3.78,0,0,0,0,"green","s",20,2,41,50,0,"CN",31559,4.12341962673089,1,"above 10K",0.469860896445131,0.179804224626481,0.148377125193199,0.0674909840288511,0.134466769706337
12,86,0,4.09,0,0,0,0,"white","s",10,3,37,50,0,"CN",104269,4.25328717068352,0,"between 100 and 10k",0.54985754985755,0.203703703703704,0.115384615384615,0.0498575498575499,0.0811965811965812
6,6,1,5,0,0,0,0,"black","xs",1,2,27,50,1,"CN",28,4.03571428571429,0,"below 100",1,0,0,0,0
6,31,0,4.09,0,0,0,0,"white","s",50,2,45,50,0,"CN",11596,4.28044153156261,0,"above 10K",0.517031193976336,0.227680172104697,0.143779132305486,0.0491215489422732,0.0623879526712083
9,8,0,3.83,0,0,0,0,"yellow","s",50,3,53,50,0,"CN",37076,4.30208220951559,1,"above 10K",0.459160478860433,0.194120321260797,0.167752689801485,0.0782694347628429,0.100697075314442
13,11,0,4.33,0,0,0,0,"pink","l",1,3,79,24,0,"CN",14358,4.09353670427636,0,"below 100",0.583333333333333,0.25,0.0833333333333333,0.0833333333333333,0
11,10,0,3.75,0,0,0,0,"white","One-sized",50,3,23,50,0,"CN",190918,4.23588661100577,0,"above 10K",0.433896330809552,0.20326150262085,0.159580663948748,0.0844496214327315,0.118811881188119
3.9,5,0,3.11,0,0,0,0,"pink","s",9,1,91,50,1,"CN",2072,3.88272200772201,0,"between 100 and 10k",0.333333333333333,0.0701754385964912,0.228070175438596,0.105263157894737,0.263157894736842
8,47,1,4.33,1,0,1,0,"blue","s",50,2,43,50,0,"CN",1032,4.57751937984496,0,"below 100",0.627272727272727,0.209090909090909,0.0636363636363636,0.0636363636363636,0.0363636363636364
6,6,0,4.2,1,0,1,0,"black","s",18,2,53,50,0,"CN",38264,4.22794271377796,0,"above 10K",0.569642857142857,0.205512422360248,0.127562111801242,0.0483695652173913,0.0489130434782609
6,6,0,3.93,0,0,0,0,"black","m",50,2,43,50,1,"CN",80093,4.00669222029391,0,"between 100 and 10k",0.520947176684882,0.163934426229508,0.14207650273224,0.0655737704918033,0.107468123861566
8,10,1,0,0,0,0,0,"black","xs",50,3,41,50,0,"CN",21485,4.14624156388178,0,"below 100",NA,NA,NA,NA,NA
4.68,25,1,3.69,0,0,0,0,"blue","xl",50,1,43,50,0,"CN",45372,4.0578109847483,0,"between 100 and 10k",0.417322834645669,0.196850393700787,0.165354330708661,0.094488188976378,0.125984251968504
8,43,0,4,0,0,0,0,"black","m",50,3,41,50,0,"CN",139223,3.93358137664035,0,"between 100 and 10k",0.505555555555556,0.216666666666667,0.155555555555556,0.0166666666666667,0.105555555555556
8,7,0,4.05,0,0,0,0,"black","s",50,2,31,50,0,"CN",19221,4.16809739347589,0,"above 10K",0.521114106019766,0.220575022461815,0.125898472596586,0.0553683737646002,0.0770440251572327
8,51,1,3.61,0,0,0,0,"white","One-sized",50,3,38,50,0,"CN",19760,4.14195344129555,0,"between 100 and 10k",0.42578125,0.18359375,0.140625,0.078125,0.171875
7,26,0,2.9,0,0,0,0,"white","s",50,2,33,50,0,"CN",32,3.1875,0,"below 100",0.4,0,0,0.3,0.3
7,6,0,4.11,0,0,0,0,"black","s",50,2,31,50,0,"CN",34311,4.06621783101629,0,"above 10K",0.533628674989931,0.209826822392267,0.144985904148208,0.053966975432944,0.0575916230366492
7,30,1,3.28,0,0,0,0,"white","xs",50,2,109,50,0,"CN",13625,4.38209174311927,1,"between 100 and 10k",0.357541899441341,0.139664804469274,0.167597765363128,0.100558659217877,0.23463687150838
5.65,5,1,3.87,0,0,0,0,"yellow","m",50,1,36,50,0,"CN",550,4.05454545454545,0,"between 100 and 10k",0.462962962962963,0.185185185185185,0.194444444444444,0.0740740740740741,0.0833333333333333
9,65,0,4.09,0,0,0,0,"black","l",13,3,94,50,1,"CN",38985,4.06422983198666,0,"between 100 and 10k",0.540384615384615,0.217307692307692,0.107692307692308,0.0576923076923077,0.0769230769230769
8,9,0,3.35,0,0,0,0,"yellow","xs",50,2,36,50,0,"CN",1987,3.98792148968294,0,"above 10K",0.346504559270517,0.180091185410334,0.159574468085106,0.107142857142857,0.206686930091185
12,58,0,4.18,0,0,0,0,"blue","m",50,3,52,50,0,"CN",5042,4.14656882189607,0,"between 100 and 10k",0.627615062761506,0.150627615062762,0.0836820083682008,0.0543933054393305,0.0836820083682008
5,5,1,3.1,0,0,0,0,"others","One-sized",50,2,27,50,1,"CN",2792,4.32521489971347,0,"between 100 and 10k",0.483870967741935,0,0.032258064516129,0.0967741935483871,0.387096774193548
3.84,4,0,3.18,0,0,0,0,"green","s",50,1,36,50,0,"CN",791,4.31858407079646,0,"between 100 and 10k",0.345454545454545,0.127272727272727,0.181818181818182,0.0545454545454545,0.290909090909091
8,7,1,3.56,0,0,0,0,"black","m",50,3,39,50,0,"CN",11148,4.18074991029781,0,"above 10K",0.369993211133741,0.207739307535642,0.177189409368635,0.103190767141887,0.141887304820095
12,31,0,3.87,0,0,0,0,"green","xs",50,3,12,50,1,"CN",639,4.00782472613459,1,"between 100 and 10k",0.517441860465116,0.162790697674419,0.119186046511628,0.0697674418604651,0.130813953488372
5.79,9,1,3.96,0,0,0,0,"white","xs",1,2,43,50,0,"CN",104,3.72115384615385,0,"below 100",0.509433962264151,0.169811320754717,0.132075471698113,0.150943396226415,0.0377358490566038
7,66,1,0,0,0,0,0,"blue","xs",50,2,41,50,0,"CN",3694,4.04223064428803,1,"below 100",NA,NA,NA,NA,NA
3,5,1,4.05,0,0,0,0,"black","s",1,1,90,50,1,"CN",72885,4.07985182136242,0,"between 100 and 10k",0.519877675840979,0.217125382262997,0.137614678899083,0.0428134556574924,0.0825688073394495
13,22,1,4.01,0,0,0,0,"others","xs",50,3,30,50,1,"CN",4508,4.33074534161491,0,"between 100 and 10k",0.544871794871795,0.205128205128205,0.0769230769230769,0.0641025641025641,0.108974358974359
8,16,0,4.04,0,0,0,0,"white","s",9,2,43,50,0,"CN",3665,4.19427012278308,0,"above 10K",0.484581497797357,0.246066708621775,0.15607300188798,0.0484581497797357,0.0648206419131529
8,76,1,3.64,0,0,0,0,"others","xl",26,2,25,50,1,"CN",70,3.51428571428571,0,"below 100",0.454545454545455,0.181818181818182,0.0909090909090909,0.0909090909090909,0.181818181818182
9,8,1,4.07,0,0,0,0,"others","One-sized",10,3,30,50,0,"CN",300,3.96666666666667,0,"below 100",0.565217391304348,0.152173913043478,0.152173913043478,0.0434782608695652,0.0869565217391304
9,8,1,4.27,1,0,1,0,"pink","s",50,3,43,50,0,"CN",18029,4.10061567474624,0,"between 100 and 10k",0.571618037135278,0.226790450928382,0.13262599469496,0.0397877984084881,0.0291777188328912
4.9,8,1,3.83,0,0,0,0,"white","xs",1,1,41,50,0,"CN",17752,3.89967327625056,0,"between 100 and 10k",0.434343434343434,0.181818181818182,0.232323232323232,0.0808080808080808,0.0707070707070707
8,38,0,4.14,0,0,0,0,"black","m",50,3,39,50,1,"CN",6275,4.38310756972112,0,"between 100 and 10k",0.576530612244898,0.178571428571429,0.127551020408163,0.0408163265306122,0.076530612244898
25,38,1,3.17,0,0,0,0,"others","s",10,7,27,37,0,"CN",401,4.00997506234414,0,"below 100",0.333333333333333,0.166666666666667,0.166666666666667,0,0.333333333333333
2,2,1,2.57,0,0,0,0,"yellow","s",5,1,30,50,1,"CN",12919,4.02446009753077,0,"below 100",0.142857142857143,0.142857142857143,0.285714285714286,0,0.428571428571429
9,8,1,3.52,0,0,0,0,"others","s",17,3,35,50,0,"CN",12441,3.92468451089141,0,"between 100 and 10k",0.427118644067797,0.128813559322034,0.16271186440678,0.0949152542372881,0.186440677966102
11,42,0,4.24,0,0,0,0,"green","One-sized",9,2,105,50,1,"CN",6121,4.36578990361052,0,"below 100",0.6,0.2,0.0909090909090909,0.0545454545454545,0.0545454545454545
12,102,1,4.22,1,0,1,0,"others","s",8,3,37,50,0,"CN",2495,4.21162324649299,0,"between 100 and 10k",0.577669902912621,0.213592233009709,0.116504854368932,0.0388349514563107,0.0533980582524272
9,59,0,3.77,0,0,0,0,"red","s",17,3,47,50,0,"CN",2888,4.19217451523546,0,"above 10K",0.436955258570598,0.21382916908774,0.151074956420686,0.0819291109819872,0.116211504938989
7,17,0,5,0,0,0,0,"others","One-sized",2,2,21,50,0,"CN",46,3.60869565217391,0,"below 100",1,0,0,0,0
8,25,1,4,0,0,0,0,"black","s",50,2,43,50,0,"CN",2199,4.1068667576171,0,"below 100",0.545454545454545,0.163636363636364,0.127272727272727,0.0727272727272727,0.0909090909090909
8,7,0,4.22,0,0,0,0,"others","s",50,3,43,50,1,"CN",3950,4.05746835443038,0,"between 100 and 10k",0.604838709677419,0.201612903225806,0.0645161290322581,0.0645161290322581,0.0645161290322581
15,13,0,3.51,0,0,0,0,"red","s",10,4,42,50,0,"CN",19184,4.4710175145955,0,"between 100 and 10k",0.39618138424821,0.175019888623707,0.156722354813047,0.0859188544152745,0.186157517899761
14,27,0,3.52,0,0,0,0,"black","m",50,4,43,50,1,"CN",7874,3.95999491998984,0,"between 100 and 10k",0.397364771151179,0.173370319001387,0.157420249653259,0.0963938973647712,0.175450762829404
13,11,1,2.97,0,0,0,0,"green","m",34,3,35,50,0,"CN",14482,4.00158817842839,0,"above 10K",0.275216795983569,0.146508443633044,0.156549520766773,0.120036513007759,0.301688726608854
4.83,51,1,2,0,0,0,0,"white","xs",3,1,39,50,1,"others",57,3.82456140350877,0,"below 100",0,0,0,1,0
6,7,1,4,0,0,0,0,"black","s",50,2,44,50,0,"CN",102568,4.05104906013571,0,"below 100",0.5,0,0.5,0,0
13,11,0,4.35,1,0,1,0,"white","xs",50,3,139,50,0,"others",21,4.04761904761905,0,"below 100",0.692307692307692,0.153846153846154,0.0384615384615385,0.0384615384615385,0.0769230769230769
11,10,0,4.34,1,0,1,0,"blue","xs",15,2,20,50,0,"CN",8500,4.08117647058824,0,"between 100 and 10k",0.626373626373626,0.203296703296703,0.0989010989010989,0.0274725274725275,0.043956043956044
8,7,0,3.6,0,0,0,0,"pink","s",50,3,24,50,1,"CN",3771,3.88146380270485,0,"between 100 and 10k",0.453900709219858,0.156028368794326,0.134751773049645,0.049645390070922,0.205673758865248
7,6,0,4.16,0,0,0,0,"black","xs",50,2,73,50,1,"CN",941,4.20403825717322,0,"between 100 and 10k",0.558139534883721,0.201550387596899,0.131782945736434,0.0542635658914729,0.0542635658914729
9,8,1,3.18,0,0,0,0,"red","s",10,3,26,50,0,"CN",288,3.72916666666667,0,"below 100",0.236111111111111,0.263888888888889,0.166666666666667,0.111111111111111,0.222222222222222
2,2,1,3.89,0,0,0,0,"green","s",1,1,35,50,1,"CN",14095,4.08967719049308,0,"between 100 and 10k",0.512096774193548,0.161290322580645,0.145161290322581,0.0665322580645161,0.11491935483871
8,7,0,4.01,0,0,0,0,"black","m",50,2,40,50,0,"CN",110548,4.14366609979376,1,"above 10K",0.517105780574125,0.189539913488006,0.150609516319308,0.0707825403067243,0.0719622493118364
